,feature_5,category_1,category_2,cluster1_2_3_4,cluster6_7_8
3799,-0.7885082841260196,3,1,-1.4703185534776433,0.6533920057014945
3605,-0.9179195181752792,3,1,-1.1444421365152162,0.4895597818478043
3149,0.3317864157498198,3,1,-1.2803877522248115,1.88946146962057
904,-0.7019115394791615,0,2,0.4793794920276827,-1.0264769345630893
8700,-0.6335399678572238,2,1,2.592711794890786,-0.5835882859506123
4607,0.1846353519704797,0,2,1.121636063368361,-0.9934555997642321
7361,-0.0229243389966178,2,1,1.0241233281132458,-1.9641530935756009
6073,-0.0323458026579146,0,0,0.8707659734689697,0.4521337831761836
2080,-0.3319311422414481,0,1,0.10862748816364687,-1.0189863365917262
1565,0.7231353653183843,1,0,-0.8124790428530573,-0.6187157781032218
4818,-0.5764946227037315,2,2,0.8985118940106307,2.2792356547816044
8254,0.337021233748328,0,0,0.19764152124683854,1.1039631351107773
5204,-0.7511282011781779,2,0,3.9287589539329186,1.230009161498782
3544,0.1512742719645017,2,0,2.1027241477147802,1.0657643964676413
5599,-0.9301096646891192,0,2,0.783714244503638,0.37708709959911224
5378,0.8424568250812172,2,1,1.1825056377430865,1.3310179274375862
5993,-0.788330371153547,2,0,0.7064007165982946,0.5771222449944394
5186,-0.9778978747219378,1,1,-0.1975086589965732,2.2761703357002703
1113,0.6966487035501259,0,2,0.9491569915800644,0.9612113830352259
2646,0.8730623266847779,1,1,-0.565127610706371,-0.7334939069274794
4580,0.8061306136811521,0,0,0.2825836922900641,2.5703396708513186
5762,-0.4316975203604365,3,1,-1.563632800203984,1.2578656870425065
7089,0.3375427056142199,2,1,1.2155396353932526,-1.2643929597276868
5265,0.3574917395300834,3,0,-1.4344086009183004,1.1285169013660836
2300,-0.1690708758350951,2,0,1.7335337485038624,1.4368346333309192
8557,-0.015074227919325,2,1,3.526482247616054,1.5331772392398253
254,0.2277540399920596,3,2,-2.4256985500305013,0.11813241042861226
7008,0.7675314372492037,2,1,2.1473287387350517,1.3892851276847622
3352,0.4921555208581336,0,2,0.5740310345402095,3.1863364872292483
3314,-0.7689594919362499,1,2,-0.7480236323568692,-0.6002304614188985
5694,-0.8661303835569163,2,0,2.765770848360052,-2.339946803946565
5682,-0.1351163076007246,3,1,-1.0583061643405356,0.09604086392527267
7623,0.1584831277821841,3,0,-1.1121626994083065,-2.8521475738885846
6463,0.982013629973429,2,2,1.0256567485166983,-1.725343441367525
5411,-0.9743873966975012,3,2,-0.7857121979932585,-0.06656560060252213
2589,-0.557820844732777,1,2,-0.30349469167565124,3.704352616248981
7085,0.0662664998072286,3,2,-3.219747984186206,1.0122777096542546
303,0.7378351401779253,2,2,0.9131444738908615,-0.48268856376313485
5020,-0.2575981938918386,1,1,-0.15802284703269728,-2.2723190621604012
3150,-0.5041506345023883,2,1,1.1848793995586897,2.084412723553873
5540,0.1239223423912567,2,2,2.750147270161908,-2.4375776093241743
3826,0.3345463331474512,3,1,-1.8287068233319135,1.3601537730397097
3019,0.9922619521468374,2,0,0.7831659357503256,-1.8154711113022248
1436,0.4700726332483833,1,1,-0.7685159346874048,-3.0804100106157164
3032,-0.8608178111175016,0,0,0.8296259170685409,-1.4421268550564985
6727,0.2624004035934779,1,2,-0.4444640123836546,-0.08975586316709266
376,0.2182570206752874,2,0,1.4636299595464153,0.2979220536371338
1869,-0.0014221021769,1,0,-0.478689437838834,-0.7304397201109243
8756,-0.3381284930287309,1,1,-0.7648576217469207,-0.7599141543160548
3143,-0.4580528461688185,3,0,-0.9498059553411592,-1.6265974936781593
8084,-0.4766290419464614,3,0,-2.0421983879836665,1.8941652570703678
1658,-0.2096152044383854,3,1,-1.2796420970719193,1.736985170910413
755,-0.8307573157148447,2,0,4.563524601599401,-1.2504305483705342
6880,0.0511669256113256,0,1,0.04394473069924408,0.41160654627390797
4367,0.113119605985354,0,1,-0.014718301301404862,-1.3913401521378648
6498,-0.3409419131986129,1,1,0.04183167917544442,3.114952356159074
290,-0.8642597939404353,1,0,-0.42615944828508656,3.132224969928675
2236,0.5297529711823528,0,1,-0.025003466954386905,0.6399668241793924
4793,-0.2365513544399868,0,1,0.36611197141418034,-0.3251639090831793
7374,0.2053982410057266,0,2,0.7271293331204499,-0.7186183422512276
2118,-0.3494072147114597,3,2,-3.988623493213395,0.39919480339420393
6232,-0.5250583216849614,1,2,-0.14104073710192716,-0.08855063324308676
8250,-0.3862562544423555,1,0,-0.7322656813239767,-0.13823197187631064
501,-0.622075076016384,2,0,3.450422106217363,-0.15755408474046392
3768,-0.9556474868716808,2,1,1.0779093620406237,3.2703461518611228
5042,0.4090024634961036,1,0,-0.22429530946334295,2.192032411990111
8520,0.7163151895911013,1,0,-0.4832300772262238,2.37696187192302
1539,-0.6989843010030519,3,1,-4.660090977916545,-1.468246049370431
4949,0.6658475081978374,0,2,0.4953669752808031,0.5286542356209077
1211,0.5765528842299368,3,2,-1.1602946579984073,1.4211798373347684
7552,-0.4694869430996338,3,1,-2.5043413327873685,0.8846359859037665
8198,0.1662309514319333,2,1,3.7553830696573325,0.73120967123468
672,-0.6480825238843584,1,0,-0.7008136805350702,3.6705177575891423
6419,-0.1793684912574109,1,1,-0.5221492663676024,-1.7514218745733519
5167,-0.4377095161876019,1,1,-0.18179012690231802,-0.2148931378279714
2954,0.5464886666972648,3,0,-1.3615366969136282,1.2039434010614196
5723,-0.2184000321887602,3,0,-1.1320075860364667,-1.0577549562329054
5144,0.4008533672881098,2,0,1.3139699647712297,0.17302449971540887
8938,0.8653830731510781,0,2,0.8633810639657555,-1.7240724619799448
1464,0.1956057268303186,3,1,-0.9194700713728514,-0.8692693520426854
5164,0.004631615196269,2,1,1.1657915916209545,-2.1146344163772905
8139,0.1820445183840247,0,1,0.7041057965498355,-0.6237134942785791
1192,0.2928562303277984,3,0,-0.814446099309817,-0.6879142311816241
3272,0.6666249753146889,2,0,1.3878775722452028,0.14556202015790046
2264,0.0733861395114772,2,0,1.377500626528316,0.35713161133573107
421,0.6379278956347545,2,0,2.8872376166053977,-0.793460566666762
505,0.048501167171149,1,0,-0.5274607031318035,0.7129806691832604
6518,0.9471510333505038,3,1,-4.2382565635274725,-1.294189682844533
2623,0.6566833394210219,2,0,2.2108253146860366,-2.1528971744841634
1582,-0.298540431640274,3,1,-1.4588026527815041,-0.13717548847503583
506,-0.7697005776681765,3,1,-1.058971154768355,-2.1233428303404325
3739,0.540447957483329,3,0,-2.070813771621759,0.39412662081771915
2405,0.382804739050713,2,1,2.243255407923808,-2.2154415472093194
8257,-0.7516088477052814,0,2,0.26688252224674625,-2.766664683696343
5019,0.273529372133148,0,1,0.7555950201272369,2.6968224616263172
621,-0.1181993646561634,0,1,0.8873129966885257,-0.9737777823044317
2126,-0.0260172867532491,3,2,-2.283848729310222,-0.5934148615885168
8365,0.5928703551263712,0,1,0.5206109234729943,-0.3083459380509406
4866,-0.2503466004456371,0,1,1.7755434905355263,1.848694605634054
3787,-0.179835682454666,3,2,-1.631087977145404,-0.04033710837318305
2933,-0.9330276984650046,2,2,1.445840494875311,-0.06579954594082589
8341,0.566216320853379,1,1,0.10549824982601685,-1.643609568581175
347,-0.2997204920428182,3,0,-2.240258380877311,1.0206092991445723
797,0.5392636718064834,2,0,1.2068285464771529,-1.7976248571444433
7746,0.5942066462235316,2,0,2.3905974810906603,-0.5461668436305066
2829,-0.6758613485175256,1,0,-0.5676418322062613,-1.9472717163696618
4562,-0.9402992933844034,3,0,-1.6248730252940462,-2.3175575123539023
8381,-0.4744950761221838,0,0,0.3152266934128989,1.424450512845093
7547,-0.2033688168584866,3,0,-1.8522449327461883,-0.9305562794576095
8690,0.1655965693020096,2,0,0.8973913803950371,-0.18327995366204275
312,-0.9343102345020048,2,1,1.4055870353644573,0.5283844388500506
4629,0.1904711519086839,0,1,0.6521668541244734,-0.42986969923300267
746,0.8920124485252336,0,1,0.26265234623762596,3.5504365003205325
790,0.2576112035868496,0,1,0.9825964344463971,2.1999604392844616
2476,-0.0164630531450129,1,1,-0.2869028875015584,-0.847688041767252
2024,-0.9529172245074684,3,0,-4.847542933421433,4.6989871239989744
6280,0.7080059359445092,0,0,0.44636040309768166,1.2292576950324514
2570,0.9595177880320208,0,1,0.34654978224447963,0.13030709735653317
3463,-0.8896954513800404,2,1,1.8520507000379407,-2.364044812102281
4252,0.9597473037030826,0,1,0.26305590391697675,-0.3120825650848636
8439,-0.9817288141471496,2,0,0.6134325260717527,1.869565980556532
5407,0.3060598470971216,2,0,1.7407462419558979,-0.44436839448494375
4333,0.2056858131511658,0,2,0.5899615067989753,-2.711704600755589
4622,-0.9111114693053894,3,0,-1.293937243891192,1.1490614612555394
259,-0.6042540639087322,2,0,0.9062553445972604,-1.1992439766945229
2163,0.9829588029988204,2,1,2.0482063815190714,1.6486410087704468
8237,0.3497382086861234,3,2,-1.492295645047853,-1.2632955838738764
380,-0.9430863006160328,3,1,-1.01769520469009,-0.23860115256528266
4907,0.7329077000388557,3,1,-1.8424383214950821,1.0786419634579942
4291,0.5404542558490053,1,2,-0.4997343282821505,3.7745039225633334
1912,-0.349818319876727,2,1,0.847853932915023,2.6830759985782997
3309,0.1985219721468891,1,2,0.35736591480250546,0.9797358343649325
599,-0.8101389406687545,0,2,0.706117840449616,0.39807933937455003
45,0.5040174915597293,3,1,-1.4348015321632004,0.48694972431505773
1444,-0.3475157950017262,0,1,0.7099512228653853,1.2426579830870967
1652,-0.5113266992385845,0,0,0.0031146320469649935,-1.4292832683145333
2699,0.0291892252703469,2,1,1.9349236007853732,-1.4463921137982743
7909,0.1326260631747871,2,0,1.5101223397032815,2.137839316882715
1893,-0.5685402014996077,1,0,-0.007879883043301679,-1.3827040702964721
1944,-0.553435196038925,2,1,0.9196526933593244,2.0893215250036734
2406,0.8478172615148734,3,2,-2.2520439099554412,-4.805259370817726
5361,0.8248861483137475,0,0,0.34465059886477245,0.38168169894529314
8788,-0.6811032486589546,2,1,1.0738177743559703,-0.9993729912432571
4992,0.2987469560925957,1,0,-0.23413490052551372,1.1199537691796324
1966,0.6368407599458925,1,0,-0.2067323555643324,1.4800995962911723
3027,0.4965767315237372,0,2,0.7281202393028978,-0.21189133225233495
5861,0.8106222955598028,2,0,1.8649021424365388,-2.3899074868148116
5753,0.5607027791937345,3,0,-2.3083348065614304,3.4859165372737873
5621,-0.980578969258752,3,0,-2.143988843223552,0.9569833060032028
1600,-0.2821341935249351,1,1,-0.139466913092733,0.5043054113107214
6006,-0.1413503794406501,1,0,-0.4484929397556588,2.892115545487872
1392,-0.5884567254570201,2,0,3.1922099748657775,-0.08101258858744206
4522,-0.5537305402390624,0,0,0.7819803398817804,-1.3503923370255249
5357,-0.6206401010806801,3,0,-1.4902108292417307,-4.050896734519144
4156,-0.4166610617032278,2,0,0.9907025707912571,0.48139312768105474
4254,-0.2032259175176964,0,1,0.24683792281161465,-0.4786925735010672
6495,-0.3046202898212145,0,0,0.7071539242320484,1.8248806241167939
426,-0.4737018328914626,3,0,-1.4781663086351533,-0.06551137839219273
6123,0.3094458714084305,0,0,0.3327139721327549,-2.659092662043409
8899,0.7993565460123544,2,0,1.0718718888254466,-0.5390459442474663
410,0.4358151327177681,2,2,1.0325879591130827,-1.6315422989122712
8177,0.057678102994114,2,2,2.1615793382023223,0.8959871492482071
8003,-0.2722504018148615,2,2,1.1203564148238097,0.82558313081201
4511,-0.11240698377513,2,1,1.2933509073374616,0.5396663197860866
2486,-0.8363629112508313,1,0,-0.8184228160299958,1.23559865691143
8307,-0.007660601045841,2,0,3.177000988319127,-1.2089536962003642
779,-0.6121380384187183,2,0,1.1684054315473527,-0.4868960633069725
4377,0.8239171793572104,2,2,3.2329491250155566,1.5055985298637264
8299,0.9224378608310212,2,0,1.9057964619028103,0.168750812880919
5538,0.7324435096752129,3,1,-1.986575672934124,-0.941542580797123
210,-0.9949593998494086,2,0,1.007460686192518,0.7101205133236353
2487,-0.2476820877812764,1,1,-0.19977060496213767,1.8920081493115493
6137,0.227149168332428,3,0,-0.8695161341263119,0.2814206910071746
4934,0.2973167809892567,1,1,-0.7084010823997963,-1.9702738464931062
5835,0.7053597311471911,1,1,-0.6639763794910927,-1.188014361067229
7853,0.1262420043731089,2,1,0.8133220703340553,-0.8221203076635263
1049,0.3824106602681096,2,1,2.2047645818452857,0.7075512158724949
8089,-0.6778709733915491,3,1,-1.0780777743904388,0.41661269922045846
4731,0.9585530950053636,1,0,0.011535678275606101,-0.5179805496957663
8134,0.0181461279244246,3,1,-2.6330438938059073,0.9356112197259515
4209,0.3367020813426304,3,1,-1.6742831237780424,-0.08991001152081192
8588,0.1125824094300487,3,0,-1.0731280337402245,2.0649831818863684
5550,-0.8679985427155763,3,0,-1.677605444770059,-0.6993824975075847
1972,0.7077697539708641,2,0,1.2550213055916686,-1.1360571496761602
8505,-0.0347088551640362,1,0,-0.3976400620783733,-0.9402110354255496
2099,-0.838108168442198,2,0,1.231659391974027,0.7096832348012448
1499,-0.9479399435938408,2,0,0.9540824074825556,-1.0340558186129556
1109,0.4392116992213259,2,0,3.3940876633807093,-2.103389510501197
5566,-0.3465213395117801,2,2,1.807449559698087,-0.5277732239571251
5751,-0.3519767682343153,3,0,-1.949463028046867,0.8640548924919939
652,0.5193058369076893,1,2,-0.3063989081345249,3.8113823521588714
6400,-0.660998009637505,0,0,0.5523646519296133,4.643793967102361
2732,0.9229546092363716,2,1,0.9288422790879629,3.68345084157688
242,0.9650090470468952,2,0,0.7898141698899049,-0.9242806139443226
1795,0.0765134423309765,3,2,-1.3945616871450126,-0.61503724904072
1702,0.8354504259686546,2,2,1.0538929608999659,0.7927338151054145
3955,0.705457873353502,3,1,-1.084601820255195,-0.16442676085098362
5615,0.7488326547305599,3,1,-3.951335068773874,-3.535865371008848
4148,0.0656136342178663,3,0,-0.7013259943035275,1.084100855437276
1498,0.436124258657921,2,0,1.791530804837882,-1.360700838758019
2756,0.5284657232933652,0,2,0.411629924268138,3.3470051054807146
3534,-0.275452017455098,2,2,3.2613719676566717,1.0421958699509843
5060,-0.3898114776980266,1,0,-0.5725659316731079,-0.22372027921174267
2178,-0.6493220279254766,2,1,3.2713466919852774,-0.18988906777396086
7533,0.8767407426960563,1,1,-0.4384363785774472,1.2511722891467851
4362,0.3084988568950895,0,0,0.4396634947983135,-3.046137018342043
8060,-0.2097679655478763,0,2,0.37638918557160184,-1.7743819790371422
5198,-0.893409199687853,3,0,-1.3889804647040194,-1.306776154315519
6871,-0.3252778282098414,2,2,0.9619411633109345,0.3237976460838283
705,-0.5573190960673595,2,1,0.6909292904704112,-0.6626669653445011
1872,0.994427522938094,1,1,-0.6179990650093896,-0.17374003443311473
3720,-0.9861261496106736,2,0,1.6516361846308363,-0.6096100563278092
4060,-0.1361307595951373,2,0,1.1952325938027872,2.3328563573749608
4709,0.7426998475711994,1,0,0.15681873939119118,2.8962381852813466
5072,0.037630249873825,2,0,1.072765946285761,3.0134758379664675
8432,-0.205718884455534,3,1,-0.8648881937579564,-3.6685310313464026
7991,0.0022497590727277,1,1,0.08782822070574332,-0.4901220807098272
4302,0.1213695970179122,3,1,-1.7108731307543201,0.9781257583754961
6531,0.6461871825652747,0,2,0.636207204619885,-0.7267716617170047
4660,0.5972175235560666,2,1,2.523448927739968,-2.0744759481821204
6811,0.0727273763708944,3,0,-1.9501343732517142,-0.25923140801420946
565,-0.3783589700880074,1,1,-0.5336904723724876,3.895916616220654
5771,0.0848830172812864,1,1,-0.1511350189398356,-0.17688331492549023
7821,0.965325440999856,2,1,0.9680741416678438,0.4386947060899679
8451,-0.994519014454416,0,2,0.8906105994979967,1.505117542142522
2987,-0.2388954599898456,0,1,0.15390646664511815,-0.36756256663674186
640,-0.5843573254761236,1,0,-0.7832906416050891,-1.5530829557311385
4791,-0.9205555710181172,1,0,-0.8686462451215858,-1.6699656826240268
7364,0.7042419176364598,2,2,1.7108453561972556,0.9727810264323278
2778,-0.894834876356249,1,1,-0.09249231099841364,0.5661858069284649
507,0.3964774507741282,3,0,-1.4031117083533915,0.7965718402093055
6055,0.54425253805262,2,2,2.2871422907112544,-0.38423453996619666
1964,-0.1220255411531168,2,1,1.0397189198500791,0.6277078149796907
6492,-0.789775271771459,2,0,1.7228197241613024,-2.270436945436525
1534,0.8352976524716871,1,0,-0.7733252178955715,0.716733372933683
325,0.4667530586813422,3,0,-2.0793571642711473,-0.5161394706342516
6315,0.034292018717138,2,0,1.0859243977775388,0.7253095319366426
2338,0.2903886722112534,0,0,0.18515675245047258,1.855476105565175
3410,0.6396432557722092,3,0,-1.0663060689404602,-2.06686413871614
4076,-0.269298356631491,1,0,-0.41023837657293843,-1.1254812722997007
3649,-0.7484380551561287,1,0,-0.6566758111959321,-0.8381511495971621
2237,-0.1687833722387528,3,2,-1.5834046942742908,-0.8074136041649239
6485,-0.9619269566203767,2,1,3.9219861921843417,-2.383586210107941
4601,-0.1981675515485228,2,0,1.5987883852588078,-2.489065667883951
7338,-0.1331129212393482,0,2,-0.0337428587836491,-1.1339231889858041
8698,0.2037555785896234,1,2,-0.27617189272347636,-0.9996749926429933
7187,0.2166950168208778,2,1,3.4668348949936343,4.602623218850044
3574,0.8765564974639459,3,0,-2.00791970538722,-0.227634948780708
864,-0.837971710628252,3,1,-0.6953652511738606,0.6299222469979248
4722,-0.755673838331379,0,1,-0.10959508569409253,1.436867440307615
8233,-0.0881864583947804,3,1,-1.0252837315908585,0.7915557930278597
3095,0.1832476129205693,2,0,2.0542912477132034,0.14835963766636187
4756,-0.9952323856758818,3,0,-2.210322015840331,-0.97558652851091
2815,-0.1056661719814948,2,1,1.4107663494767206,-1.9443390865492602
6202,-0.1549896401197326,2,1,3.6731154407763094,-0.34546079197636753
5282,0.4014784172513637,2,1,1.4111909010598658,-2.630984065338406
371,0.6904235727568844,0,1,0.9394213675908947,2.713684800290878
4472,-0.1440693729302786,2,2,1.9778465142769195,-0.6444306710672222
4609,0.7632834682631735,3,1,-1.4875539057272658,-2.344008695339776
5821,-0.4438194056366897,0,1,0.43462814587619136,1.430445697802378
2542,-0.0835650334480608,1,1,-0.3796667988797683,-1.7884554226772071
8587,0.9410124724538192,3,0,-3.225949200009101,1.5946910511099253
4747,-0.179881472431439,3,1,-1.79521126787842,-1.0099406210968063
6932,0.2200931636674725,0,1,0.371475341726031,0.4919759380830204
6797,-0.7338863801816347,2,1,2.345618829284251,2.3179255179256013
8803,0.2270189130743738,2,0,1.074710588462359,1.3797965764405822
2364,-0.6196236109220985,3,0,-0.925159652178395,-1.2078253723264867
5554,0.8500864039783658,1,1,-0.29280432417696484,4.211954538156376
1360,0.2818921261102542,1,1,-0.2313023127600597,-2.263530438811971
911,0.3464687949904821,0,1,0.5044077977878269,0.9095531171988207
8068,-0.363224875065878,0,0,0.08608779777478075,2.965415985523356
7618,0.9176727678223184,3,1,-2.018342947595306,-1.1790288620107199
5255,-0.0991115280484264,3,1,-1.978937764633519,-0.20332937749411542
7841,0.2487381143207243,1,0,-0.4779195158278602,-0.9318792552188735
3733,-0.5210639229678737,0,0,0.554051859282242,0.5970540427789068
7913,-0.433640556361937,2,0,0.9090820091921066,-1.7031150065522702
964,0.8164729875530432,1,1,-0.06504685945754221,2.1846486497809643
3933,0.402109928547262,2,1,1.0727175791314645,-1.0535805580735464
1423,-0.8083235418694943,3,1,-1.1245166653679337,1.8515354229568597
122,0.954788041648531,2,0,2.410966426519449,1.6190421605916534
479,0.1155784037288161,2,1,1.8361144020820683,0.2508466624180171
662,-0.9310248271360656,1,1,-0.11224627559678374,-1.2595095753474503
7375,0.6068648294039456,2,0,3.0868018633755163,-0.020017165908164564
3704,-0.2711057578436826,1,1,-0.24969339177317051,0.47949547193211844
3248,0.7408788932279378,0,2,0.5165850314568434,-0.8474976563007109
6383,-0.1355184367855388,1,0,-0.2467936618743369,-3.5154792008852627
2988,-0.265656857838441,3,1,-1.0550191418837764,0.9795249500132152
5155,0.4589156052958887,1,2,0.15320351925069042,1.1559339019656498
2776,0.2839242478907171,1,0,-0.7165832947768402,0.36401255944414096
439,0.7246974988983141,1,1,-0.15799990380019802,0.8648975722198177
1379,0.5126599571212289,2,1,2.7213739350525796,0.660021052114847
8222,0.1355877237552045,2,1,0.6866423703540149,-0.906395245225327
3382,0.4242642203565934,0,0,0.16972647853638315,-1.0239511152942466
6851,0.1733284060881634,3,2,-1.294154664714508,0.003859785934830065
4693,-0.0759946367641279,2,2,0.68095162182383,1.2845982008051697
1443,0.9741759681076408,3,1,-2.2830958094799083,0.4897457115730379
5359,0.92617889570131,1,1,-0.5153211878176429,-1.2160357408882128
6706,-0.3040064959526152,1,1,-0.6346695199836672,0.6175258406274198
